timestamp,open,high,low,close,volume
1583366400000,0.23494,0.24303,0.23494,0.23886,713777.5
1583452800000,0.239,0.24643,0.23846,0.24492,610724.2
1583539200000,0.24539,0.24539,0.23519,0.2361,607037.9
1583625600000,0.2361,0.2361,0.1997,0.20322,1907580.7
1583712000000,0.20411,0.21154,0.19822,0.20962,927975.2
1583798400000,0.20954,0.21579,0.20605,0.21155,399171.1
1583884800000,0.21294,0.21306,0.19938,0.20853,356987.5
1583971200000,0.20918,0.20918,0.07074,0.13576,5760028.7
1584057600000,0.1358,0.24,0.10535,0.15846,6105337.4
1584144000000,0.15719,0.15959,0.1441,0.14625,631415.2
1584230400000,0.14718,0.16907,0.14517,0.15382,1221301.9
1584316800000,0.15118,0.15289,0.12855,0.14029,2606036.2
1584403200000,0.14156,0.15104,0.14033,0.14821,840146.8
1584489600000,0.14781,0.14902,0.14206,0.14732,740854.8
1584576000000,0.14748,0.17239,0.14487,0.1654,864943.4
1584662400000,0.16464,0.17458,0.14736,0.15636,1212121.5
1584748800000,0.15717,0.16177,0.15199,0.15844,438776.6
1584835200000,0.15756,0.16189,0.14655,0.14788,453839.4
1584921600000,0.14738,0.16115,0.1448,0.15783,495396.2
1585008000000,0.15929,0.16362,0.15742,0.1629,591083.3
1585094400000,0.16148,0.16409,0.15839,0.16127,391525.4
1585180800000,0.16189,0.17777,0.16012,0.17648,560860.8
1585267200000,0.17671,0.18726,0.17012,0.17303,1415763.5
1585353600000,0.17243,0.17938,0.16694,0.17562,1658187.5
1585440000000,0.17558,0.17637,0.16238,0.16397,1059290.4
1585526400000,0.16262,0.17559,0.16262,0.17146,432069.7
1585612800000,0.1716,0.17783,0.17064,0.17376,1050579.7
1585699200000,0.1733,0.17611,0.16822,0.17523,1024056.2
1585785600000,0.17622,0.18581,0.17398,0.17892,1173002.8
1585872000000,0.17826,0.18285,0.17605,0.1791,393363.0
1585958400000,0.17934,0.18334,0.17795,0.1811,345566.9
1586044800000,0.18096,0.18161,0.17687,0.17915,291617.3
1586131200000,0.18041,0.19774,0.17991,0.19774,934484.2
1586217600000,0.19898,0.20467,0.18999,0.19295,898617.8
1586304000000,0.19255,0.20264,0.19166,0.20188,662907.1
1586390400000,0.20137,0.20244,0.1949,0.19894,442192.4
1586476800000,0.19847,0.19864,0.18154,0.18778,722200.1
1586563200000,0.18836,0.19216,0.18543,0.18759,1072352.3
1586649600000,0.18945,0.19566,0.1866,0.1896,530345.1
1586736000000,0.18852,0.18912,0.17382,0.18762,2117530.0
1586822400000,0.18816,0.18898,0.18397,0.18627,773070.7
1586908800000,0.18521,0.18963,0.18028,0.18073,529952.1
1586995200000,0.17998,0.19221,0.17421,0.18963,918109.0
1587081600000,0.19067,0.19155,0.18623,0.18838,379168.9
1587168000000,0.18939,0.1971,0.18875,0.19498,707892.9
1587254400000,0.19474,0.19621,0.18797,0.18937,504605.0
1587340800000,0.18899,0.19463,0.17841,0.18135,865051.2
1587427200000,0.18182,0.1864,0.18158,0.18314,489690.5
1587513600000,0.18358,0.18957,0.18247,0.18791,455635.5
1587600000000,0.18838,0.19935,0.18586,0.1923,1288517.3
1587686400000,0.19267,0.19697,0.19249,0.19301,560057.0
1587772800000,0.19295,0.19728,0.19171,0.19374,544252.1
1587859200000,0.19408,0.19763,0.18982,0.19654,462300.3
1587945600000,0.19738,0.19951,0.1944,0.19669,470026.8
1588032000000,0.19668,0.59,0.19462,0.21476,1002961.3
1588118400000,0.21426,0.23087,0.21404,0.22609,1070394.4
1588204800000,0.2265,0.23578,0.20854,0.21065,1933366.2
