timestamp,equity
1746597600000,9836.612764600079
1746601200000,9836.612764600079
1746604800000,9709.097376600086
1746608400000,9709.097376600086
1746612000000,9568.682301800087
1746615600000,9568.682301800087
1746619200000,9552.212848800093
1746622800000,9552.212848800093
1746626400000,9536.980531700097
1746630000000,9536.980531700097
1746633600000,9520.927494700087
1746637200000,9520.927494700087
1746640800000,9700.527814600106
1746644400000,9700.527814600106
1746648000000,10181.160600700103
1746651600000,10181.160600700103
1746655200000,9952.807375600098
1746658800000,9952.807375600098
1746662400000,9117.046449600106
1746666000000,9117.046449600106
1746669600000,8153.671937500119
1746673200000,8153.671937500119
1746676800000,8247.92898610012
1746680400000,8247.92898610012
1746684000000,7860.790234100126
1746687600000,7860.790234100126
1746691200000,7353.01927040013
1746694800000,7353.01927040013
1746698400000,7261.732074400134
1746702000000,7261.732074400134
1746705600000,7286.288193700139
1746709200000,7286.288193700139
1746712800000,7108.2088923001365
1746716400000,7108.2088923001365
1746720000000,6484.2221289001345
1746723600000,6484.2221289001345
1746727200000,6039.8552059001395
1746730800000,6039.8552059001395
1746734400000,4639.939688900147
1746738000000,4639.939688900147
1746741600000,4351.5190564001405
1746745200000,4351.5190564001405
1746748800000,4702.897326400136
1746752400000,4702.897326400136
1746756000000,5090.007328900148
1746759600000,5090.007328900148
1746763200000,4612.078777800143
1746766800000,4612.078777800143
1746770400000,4242.1371057001525
1746774000000,4242.1371057001525
1746777600000,4801.1475357001445
1746781200000,4801.1475357001445
1746784800000,4252.976212000148
1746788400000,4252.976212000148
1746792000000,4208.66934940016
1746795600000,4208.66934940016
1746799200000,4566.68657380016
1746802800000,4566.68657380016
1746806400000,4883.565377800171
1746810000000,10000.0
1746813600000,9866.95428720001
1746817200000,9866.95428720001
1746820800000,9757.645187300017
1746824400000,9757.645187300017
1746828000000,9453.249095300027
1746831600000,9453.249095300027
1746835200000,9224.134209300042
1746838800000,9224.134209300042
1746842400000,9295.08508740005
1746846000000,9295.08508740005
1746849600000,9137.705865400056
1746853200000,9137.705865400056
1746856800000,9609.86283580007
1746860400000,9609.86283580007
1746864000000,9645.749013700066
1746867600000,9645.749013700066
1746871200000,9363.791437800079
1746874800000,9363.791437800079
1746878400000,9530.692170000084
1746882000000,9530.692170000084
1746885600000,9313.635229900083
1746889200000,9313.635229900083
1746892800000,9517.987373200098
1746896400000,9517.987373200098
1746900000000,9477.569695900105
1746903600000,9477.569695900105
1746907200000,9372.669400400113
1746910800000,9372.669400400113
1746914400000,9116.569356200134
1746918000000,9116.569356200134
1746921600000,9411.853776200122
1746925200000,9411.853776200122
1746928800000,9680.148512900116
1746932400000,9680.148512900116
1746936000000,9740.08851290013
1746939600000,9740.08851290013
1746943200000,9655.664773500148
1746946800000,9655.664773500148
1746950400000,9988.650754200151
1746954000000,9988.650754200151
1746957600000,9587.498602800142
1746961200000,9587.498602800142
1746964800000,9556.811946800139
1746968400000,9556.811946800139
1746972000000,9643.35002210014
1746975600000,9643.35002210014
1746979200000,9681.77695670014
1746982800000,9681.77695670014
1746986400000,10071.652391000158
1746990000000,10071.652391000158
1746993600000,9817.882875000168
1746997200000,9817.882875000168
1747000800000,10284.951438900165
1747004400000,10284.951438900165
1747008000000,10647.762264900179
1747011600000,10647.762264900179
1747015200000,10455.281476400183
1747018800000,10455.281476400183
1747022400000,10313.640076500202
1747026000000,10313.640076500202
1747029600000,10641.062526300211
1747033200000,10641.062526300211
1747036800000,10664.35810740021
1747040400000,10664.35810740021
1747044000000,10633.772552400218
1747047600000,10000.0
1747051200000,10016.715467800013
1747054800000,10016.715467800013
1747058400000,8398.872941500018
1747062000000,8398.872941500018
1747065600000,8622.129361600024
1747069200000,8622.129361600024
1747072800000,7585.435703600028
1747076400000,7585.435703600028
1747080000000,8305.355563100038
1747083600000,8305.355563100038
1747087200000,8567.892663200037
1747090800000,8567.892663200037
1747094400000,7948.283673200046
1747098000000,7948.283673200046
1747101600000,7514.659682400049
1747105200000,7514.659682400049
1747108800000,8428.531395900065
1747112400000,8428.531395900065
1747116000000,8406.345231900075
1747119600000,8406.345231900075
1747123200000,8261.530561900077
1747126800000,8261.530561900077
1747130400000,8054.067105700074
1747134000000,8054.067105700074
1747137600000,7987.175380800067
1747141200000,7987.175380800067
1747144800000,8396.24889780006
1747148400000,8396.24889780006
1747152000000,8248.015212200069
1747155600000,8248.015212200069
1747159200000,8036.344953400076
1747162800000,8036.344953400076
1747166400000,8130.062442100062
1747170000000,8130.062442100062
1747173600000,8107.950352100051
1747177200000,8107.950352100051
1747180800000,8206.923579800052
1747184400000,8206.923579800052
1747188000000,8114.803451700071
1747191600000,8114.803451700071
1747195200000,8176.848144900079
1747198800000,8176.848144900079
1747202400000,7920.886539000107
1747206000000,7920.886539000107
1747209600000,7310.162525100125
1747213200000,7310.162525100125
1747216800000,7434.153609900125
1747220400000,7434.153609900125
1747224000000,7374.137653900134
1747227600000,7374.137653900134
1747231200000,6873.970186100153
1747234800000,6873.970186100153
1747238400000,6623.6020681001655
1747242000000,6623.6020681001655
1747245600000,6782.077334200167
1747249200000,6782.077334200167
1747252800000,6907.122563800184
1747256400000,6907.122563800184
1747260000000,6664.73041380019
1747263600000,6664.73041380019
1747267200000,6860.934013800199
1747270800000,6860.934013800199
1747274400000,6772.409577800212
1747278000000,6772.409577800212
1747281600000,6827.512419800222
1747285200000,10000.0
1747288800000,9779.505826100014
1747292400000,9779.505826100014
1747296000000,9197.23613810002
1747299600000,9197.23613810002
1747303200000,9088.106217200031
1747306800000,9088.106217200031
1747310400000,9173.744593100053
1747314000000,9173.744593100053
1747317600000,9228.244139000048
1747321200000,9228.244139000048
1747324800000,8541.202884100041
1747328400000,8541.202884100041
1747332000000,8440.533215000049
1747335600000,8440.533215000049
1747339200000,8616.495576500063
1747342800000,8616.495576500063
1747346400000,8308.092181200062
1747350000000,8308.092181200062
1747353600000,8210.227714500068
1747357200000,8210.227714500068
1747360800000,7961.72756260005
1747364400000,7961.72756260005
1747368000000,7964.201785900049
1747371600000,7964.201785900049
1747375200000,7774.403977700046
1747378800000,7774.403977700046
1747382400000,7975.497682700045
1747386000000,7975.497682700045
1747389600000,7867.490883800045
1747393200000,7867.490883800045
1747396800000,7598.350011800057
1747400400000,7598.350011800057
1747404000000,7690.20606380006
1747407600000,7690.20606380006
1747411200000,7626.954975900056
1747414800000,7626.954975900056
1747418400000,7346.809109900061
1747422000000,7346.809109900061
1747425600000,7309.1481866000695
1747429200000,7309.1481866000695
1747432800000,7303.330374600078
1747436400000,7303.330374600078
1747440000000,7311.9605358000645
1747443600000,7311.9605358000645
1747447200000,6756.281712100068
1747450800000,6756.281712100068
1747454400000,6500.020206600068
1747458000000,6500.020206600068
1747461600000,6264.530752400058
1747465200000,6264.530752400058
1747468800000,6193.009302400061
1747472400000,6193.009302400061
1747476000000,6118.318486200057
1747479600000,6118.318486200057
1747483200000,6068.871088200056
1747486800000,6068.871088200056
1747490400000,5543.7337755000435
1747494000000,5543.7337755000435
1747497600000,5541.22526950005
1747501200000,5541.22526950005
1747504800000,5575.756703500041
1747508400000,5575.756703500041
1747512000000,5249.277550500035
1747515600000,5249.277550500035
1747519200000,5203.124243300037
